playoffs,side,teamname,team_wr,champ_top,champ_jng,champ_mid,champ_bot,champ_sup,wr_champ_top,wr_champ_jng,wr_champ_mid,wr_champ_bot,wr_champ_sup,firstdragon,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,wr_top,wr_jng,wr_mid,wr_bot,wr_sup,comp_early_power,result
0,Blue,Team Vitality,0.4453,Jayce,Gwen,Corki,Jhin,Rakan,0.5635,0.4219,0.5,0.4735,0.5314,0.0,3220.0,1892.0,67.0,3.0,7.0,3.0,0.5,0.4477,0.5,0.6592,0.4453,-365.5437,1
0,Red,SK Gaming,0.2566,Gragas,Viego,Orianna,Xayah,Nautilus,0.4026,0.2758,0.6417,0.4546,0.3517,1.0,-3220.0,-1892.0,-67.0,3.0,3.0,3.0,0.2566,0.367,0.5,0.2566,0.2566,-605.3299,0
0,Blue,Rogue,0.6084,Gwen,Viego,Twisted Fate,Jhin,Janna,0.4791,0.2495,0.7373,0.5245,0.5,0.0,683.0,-583.0,-91.0,10.0,18.0,3.0,0.6084,0.5,0.6084,0.5,0.6084,-124.8547,1
0,Red,Fnatic,0.7283,Renekton,Diana,Orianna,Lucian,Nami,0.5943,0.5111,0.5805,0.3939,0.5,1.0,-683.0,583.0,91.0,3.0,5.0,10.0,0.6767,0.6818,0.8719,0.7283,0.7283,958.4473,0
0,Blue,G2 Esports,0.5032,Renekton,Jarvan IV,Ryze,Senna,Rakan,0.5376,0.3356,0.563,0.2561,0.5762,1.0,2905.0,898.0,-20.0,6.0,13.0,1.0,0.3163,0.5032,0.5032,0.5,0.5,-441.4048,1
0,Red,Misfits Gaming,0.515,Gwen,Xin Zhao,Cassiopeia,Jhin,Leona,0.5304,0.4882,0.5,0.5705,0.4587,0.0,-2905.0,-898.0,20.0,1.0,0.0,6.0,0.515,0.5,0.515,0.3237,0.5,-1166.4744,0
0,Blue,Team BDS,0.5,Jayce,Xin Zhao,Ryze,Ezreal,Karma,0.6056,0.4413,0.6055,0.4688,0.5,1.0,3519.0,1465.0,26.0,3.0,6.0,1.0,0.4621,0.5,0.2217,0.5,0.2454,-470.5595,1
0,Red,SK Gaming,0.2319,Graves,Olaf,Viktor,Jinx,Lulu,0.4676,0.6315,0.7783,0.5342,0.4599,0.0,-3519.0,-1465.0,-26.0,1.0,1.0,3.0,0.2319,0.331,0.5,0.2319,0.2319,535.8135,0
0,Blue,Astralis,0.2038,Gwen,Xin Zhao,Vex,Lucian,Nami,0.4783,0.4949,0.5,0.3562,0.5,0.0,-1661.0,89.0,-13.0,2.0,3.0,2.0,0.2038,0.2038,0.5,0.2583,0.2038,-204.9653,0
0,Red,Excel Esports,0.3758,Jayce,Lee Sin,Veigar,Jinx,Lulu,0.6435,0.6329,0.5,0.4814,0.41,1.0,1661.0,-89.0,13.0,2.0,1.0,2.0,0.5,0.5,0.3648,0.3758,0.4216,1064.9649,1
0,Blue,KOI,0.7421,Renekton,Nidalee,Viktor,Varus,Rakan,0.5817,0.5,0.7019,0.5974,0.6167,0.0,-2854.0,-2068.0,-36.0,2.0,3.0,6.0,0.7421,0.7421,0.5,0.5,0.7421,-171.4084,0
0,Red,Misfits Gaming,0.4657,Gwen,Lee Sin,Akali,Jinx,Leona,0.4315,0.6679,0.5988,0.5325,0.415,1.0,2854.0,2068.0,36.0,6.0,7.0,2.0,0.4657,0.5,0.4657,0.2928,0.5,48.542,1
0,Blue,Rogue,0.6457,Ornn,Volibear,Viktor,Caitlyn,Lux,0.5,0.3678,0.6331,0.5,0.5,0.0,1645.0,-969.0,-59.0,4.0,5.0,3.0,0.6457,0.5,0.6457,0.5,0.6457,-336.7066,1
0,Red,Team Vitality,0.4986,Graves,Xin Zhao,LeBlanc,Jinx,Thresh,0.4208,0.4475,0.5027,0.5784,0.4776,1.0,-1645.0,969.0,59.0,3.0,3.0,4.0,0.5,0.5005,0.5,0.6917,0.4986,433.4399,0
0,Blue,Fnatic,0.6589,Gragas,Lee Sin,Azir,Aphelios,Rakan,0.3642,0.6996,0.2176,0.5815,0.5578,1.0,2761.0,1141.0,0.0,3.0,6.0,1.0,0.6122,0.6165,0.7887,0.6589,0.6589,587.2713,0
0,Red,G2 Esports,0.5506,Aatrox,Xin Zhao,Viktor,Jinx,Zilean,0.5764,0.4046,0.669,0.5218,0.5,0.0,-2761.0,-1141.0,0.0,1.0,2.0,3.0,0.3817,0.5506,0.5506,0.5,0.5,-344.9202,1
0,Blue,Astralis,0.1841,Graves,Trundle,Ryze,Senna,Nautilus,0.3788,0.7096,0.6438,0.3348,0.318,0.0,2265.0,1341.0,12.0,6.0,12.0,2.0,0.1841,0.1841,0.5,0.2336,0.1841,-558.1305,0
0,Red,SK Gaming,0.2096,Jayce,Lee Sin,Orianna,Jinx,Leona,0.6778,0.6329,0.5252,0.5685,0.4708,1.0,-2265.0,-1341.0,-12.0,2.0,3.0,6.0,0.2096,0.2987,0.5,0.2096,0.2096,359.6369,1
0,Blue,Rogue,0.6795,Ornn,Volibear,Corki,Lucian,Nami,0.5,0.4294,0.5,0.3222,0.5,0.0,3380.0,334.0,34.0,2.0,4.0,2.0,0.6795,0.5,0.6795,0.5,0.6795,307.8591,1
0,Red,Excel Esports,0.4361,Gwen,Lee Sin,Sona,Jinx,Leona,0.487,0.6679,0.5,0.6105,0.5212,1.0,-3380.0,-334.0,-34.0,2.0,3.0,2.0,0.5,0.5,0.4278,0.4361,0.4769,-14.6885,0
0,Blue,Team Vitality,0.4507,Renekton,Diana,Yasuo,Caitlyn,Karma,0.5263,0.457,0.5,0.5,0.3185,0.0,460.0,1603.0,42.0,3.0,4.0,4.0,0.5,0.4527,0.5,0.6258,0.4507,549.5142,1
0,Red,Misfits Gaming,0.5168,Jayce,Lee Sin,Sylas,Jinx,Nautilus,0.7087,0.6042,0.3863,0.5512,0.2875,1.0,-460.0,-1603.0,-42.0,4.0,6.0,3.0,0.5168,0.5,0.5168,0.3604,0.5,-368.5615,0
0,Blue,G2 Esports,0.5935,Jayce,Poppy,Ryze,Senna,Tahm Kench,0.6407,0.5,0.5814,0.2998,0.5,0.0,1523.0,781.0,27.0,6.0,10.0,2.0,0.4408,0.5935,0.5935,0.5,0.5,-210.1853,1
0,Red,Team BDS,0.5,Irelia,Jarvan IV,Vex,Varus,Bard,0.5,0.4052,0.5,0.5391,0.5,1.0,-1523.0,-781.0,-27.0,2.0,3.0,6.0,0.5138,0.5,0.3025,0.5,0.3175,-202.5282,0
0,Blue,KOI,0.6714,Graves,Gwen,Renekton,Zeri,Yuumi,0.3412,0.4396,0.5714,0.5,0.5,0.0,-3516.0,-774.0,-34.0,3.0,4.0,6.0,0.6714,0.6714,0.5,0.5,0.6714,303.0205,0
0,Red,Fnatic,0.5961,Gragas,Xin Zhao,Viktor,Aphelios,Thresh,0.3294,0.4616,0.7012,0.5255,0.4319,1.0,3516.0,774.0,34.0,6.0,10.0,3.0,0.5538,0.5575,0.7135,0.5961,0.5961,-386.8715,1
0,Blue,Misfits Gaming,0.4674,Renekton,Diana,Yasuo,Aphelios,Thresh,0.517,0.5139,0.5,0.5712,0.4863,0.0,191.0,-307.0,20.0,3.0,4.0,5.0,0.4674,0.5,0.4674,0.326,0.5,1324.0165,1
0,Red,SK Gaming,0.2855,Gragas,Volibear,Akali,Jinx,Leona,0.3934,0.4849,0.6383,0.4977,0.4715,1.0,-191.0,307.0,-20.0,5.0,9.0,3.0,0.2855,0.367,0.5,0.2855,0.2855,-668.7988,0
0,Blue,KOI,0.6073,Graves,Lee Sin,Viktor,Aphelios,Thresh,0.3075,0.5466,0.7303,0.6124,0.5354,0.0,753.0,185.0,17.0,4.0,6.0,5.0,0.6073,0.6073,0.5,0.5,0.6073,901.9217,1
0,Red,Team BDS,0.5,Camille,Xin Zhao,LeBlanc,Varus,Leona,0.6327,0.5131,0.4528,0.4866,0.4266,1.0,-753.0,-185.0,-17.0,5.0,11.0,4.0,0.4644,0.5,0.2714,0.5,0.2872,-886.4211,0
0,Blue,Astralis,0.1663,Jayce,Xin Zhao,Corki,Jhin,Leona,0.6752,0.464,0.5,0.5154,0.386,0.0,3649.0,1965.0,-23.0,7.0,10.0,1.0,0.1663,0.1663,0.5,0.2112,0.1663,-290.698,0
0,Red,Team Vitality,0.5034,Camille,Lee Sin,Orianna,Aphelios,Thresh,0.5704,0.5898,0.5705,0.6496,0.5798,1.0,-3649.0,-1965.0,23.0,1.0,1.0,7.0,0.5,0.505,0.5,0.6615,0.5034,187.9312,1
0,Blue,Excel Esports,0.394,Graves,Xin Zhao,Corki,Aphelios,Leona,0.3757,0.4197,0.5,0.6832,0.3492,1.0,-1032.0,802.0,-5.0,6.0,10.0,6.0,0.5,0.5,0.3855,0.394,0.4313,684.5388,1
0,Red,Fnatic,0.6346,Gwen,Viego,Orianna,Jhin,Rell,0.3968,0.321,0.6114,0.4657,0.4885,0.0,1032.0,-802.0,5.0,6.0,10.0,6.0,0.5963,0.5998,0.7408,0.6346,0.6346,-1298.5781,0
0,Blue,G2 Esports,0.6322,Akali,Lee Sin,Twisted Fate,Zeri,Nautilus,0.5756,0.6289,0.7624,0.5,0.26,0.0,-2151.0,-2621.0,-39.0,0.0,0.0,4.0,0.4943,0.6322,0.6322,0.5,0.5,819.1585,0
0,Red,Rogue,0.71,Akshan,Xin Zhao,Corki,Jinx,Rakan,0.5,0.4751,0.5,0.4495,0.5045,1.0,2151.0,2621.0,39.0,4.0,6.0,0.0,0.71,0.5,0.71,0.5,0.71,139.1268,1
0,Blue,Misfits Gaming,0.5183,Camille,Lee Sin,Zoe,Jinx,Thresh,0.6126,0.569,0.5,0.5027,0.6199,0.0,-1467.0,-771.0,-10.0,2.0,2.0,4.0,0.5183,0.5,0.5183,0.3904,0.5,-273.5579,1
0,Red,Team BDS,0.5,Sett,Viego,Ryze,Caitlyn,Karma,0.4066,0.2904,0.6219,0.5,0.3924,1.0,1467.0,771.0,10.0,4.0,6.0,2.0,0.4199,0.5,0.2437,0.5,0.2597,19.5301,0
0,Blue,Astralis,0.1503,Graves,Jarvan IV,Vex,Zeri,Leona,0.437,0.3631,0.5,0.5,0.4112,1.0,1003.0,929.0,1.0,6.0,13.0,2.0,0.1503,0.1503,0.5,0.191,0.1503,460.6343,1
0,Red,Rogue,0.7377,Jayce,Lee Sin,Ahri,Jinx,Janna,0.6105,0.6101,0.5,0.5507,0.5,0.0,-1003.0,-929.0,-1.0,2.0,2.0,6.0,0.7377,0.5,0.7377,0.5,0.7377,827.0159,0
0,Blue,Excel Esports,0.4524,Malphite,Xin Zhao,Zeri,Aphelios,Lux,0.5,0.5253,0.5,0.7136,0.5,0.0,2673.0,-149.0,-65.0,7.0,10.0,5.0,0.5,0.4727,0.4461,0.4524,0.4856,256.2367,1
0,Red,Team Vitality,0.551,Jayce,Trundle,Ryze,Vayne,Leona,0.552,0.6353,0.5619,0.5,0.4673,1.0,-2673.0,149.0,65.0,5.0,9.0,7.0,0.5,0.5523,0.5,0.6937,0.551,943.5039,0
0,Blue,Fnatic,0.5741,Jayce,Volibear,Ryze,Aphelios,Leona,0.4992,0.4378,0.5077,0.741,0.4228,1.0,5459.0,2072.0,46.0,6.0,15.0,2.0,0.5395,0.5425,0.6702,0.5741,0.5741,1348.0371,1
0,Red,SK Gaming,0.2581,Malphite,Xin Zhao,LeBlanc,Jinx,Braum,0.5,0.5706,0.408,0.4976,0.6709,0.0,-5459.0,-2072.0,-46.0,2.0,2.0,6.0,0.2581,0.3314,0.5,0.2581,0.2581,-115.0674,0
0,Blue,KOI,0.6448,Graves,Diana,Irelia,Aphelios,Nautilus,0.4921,0.5643,0.5,0.7658,0.2351,0.0,1433.0,431.0,18.0,2.0,2.0,2.0,0.6448,0.6448,0.5,0.5,0.6448,1366.2964,0
0,Red,G2 Esports,0.5719,Yone,Gwen,Orianna,Jinx,Sett,0.5,0.3583,0.5531,0.4497,0.3631,1.0,-1433.0,-431.0,-18.0,2.0,5.0,2.0,0.447,0.5719,0.5719,0.5,0.5,-476.1045,1
0,Blue,Team BDS,0.5,Jayce,Lee Sin,Ryze,Jhin,Leona,0.5471,0.5519,0.5551,0.4209,0.4778,0.0,831.0,519.0,3.0,5.0,8.0,2.0,0.3796,0.5,0.219,0.5,0.2349,985.1887,0
0,Red,Excel Esports,0.5051,Irelia,Xin Zhao,Corki,Aphelios,Rakan,0.5,0.5161,0.5,0.6925,0.5518,1.0,-831.0,-519.0,-3.0,2.0,2.0,5.0,0.5,0.5299,0.5005,0.5051,0.5347,548.0252,1
0,Blue,KOI,0.5833,Jayce,Viego,Viktor,Jinx,Braum,0.4948,0.2627,0.7564,0.5027,0.6063,0.0,2624.0,2553.0,83.0,3.0,4.0,2.0,0.5833,0.5833,0.5,0.5,0.5833,-91.7987,0
0,Red,SK Gaming,0.2334,Graves,Hecarim,Akali,Aphelios,Leona,0.4441,0.4813,0.5193,0.722,0.4322,1.0,-2624.0,-2553.0,-83.0,2.0,4.0,3.0,0.2334,0.2992,0.5,0.2334,0.2334,649.2448,1
0,Blue,Rogue,0.6674,Ornn,Lee Sin,Ryze,Lucian,Nami,0.5,0.4993,0.5017,0.3869,0.5,0.0,-882.0,-318.0,-36.0,4.0,4.0,3.0,0.6674,0.5,0.6674,0.5,0.6674,920.9974,0
0,Red,Misfits Gaming,0.5643,Camille,Xin Zhao,Orianna,Jinx,Lulu,0.6505,0.5623,0.5957,0.4543,0.4732,1.0,882.0,318.0,36.0,3.0,5.0,4.0,0.5643,0.5,0.5643,0.4486,0.5,-299.6189,1
0,Blue,Astralis,0.2321,Graves,Trundle,Ryze,Jhin,Leona,0.4982,0.5694,0.4535,0.3804,0.4863,0.0,-2268.0,-480.0,-26.0,5.0,12.0,5.0,0.2321,0.2321,0.5,0.2684,0.2321,502.7741,0
0,Red,G2 Esports,0.6128,Yone,Jarvan IV,Viktor,Jinx,Braum,0.5,0.4286,0.6832,0.5067,0.5481,1.0,2268.0,480.0,26.0,5.0,9.0,5.0,0.4999,0.6128,0.6128,0.5,0.5,0.5196,1
0,Blue,Fnatic,0.6147,Graves,Viego,Twisted Fate,Zeri,Pyke,0.4498,0.2377,0.6895,0.5,0.5,0.0,1802.0,763.0,-8.0,3.0,4.0,3.0,0.5834,0.5862,0.7016,0.6147,0.6147,874.3262,1
0,Red,Team Vitality,0.4982,Jax,Gwen,Orianna,Aphelios,Thresh,0.5,0.4205,0.6342,0.7485,0.6562,1.0,-1802.0,-763.0,8.0,3.0,4.0,3.0,0.5,0.4995,0.5,0.6276,0.4982,-325.0763,0
0,Blue,Fnatic,0.6514,Gnar,Xin Zhao,Viktor,Aphelios,Rakan,0.5034,0.6041,0.7138,0.677,0.5946,0.0,2079.0,2514.0,33.0,5.0,7.0,3.0,0.6231,0.6257,0.7301,0.6514,0.6514,575.6759,0
0,Red,Astralis,0.2098,Jayce,Jarvan IV,Vex,Jinx,Galio,0.4475,0.487,0.5,0.5541,0.5,1.0,-2079.0,-2514.0,-33.0,3.0,6.0,5.0,0.2098,0.2098,0.5,0.2427,0.2098,821.0132,1
0,Blue,Misfits Gaming,0.606,Graves,Lee Sin,Ryze,Jinx,Leona,0.5032,0.4518,0.4099,0.5968,0.44,1.0,3771.0,1295.0,34.0,6.0,10.0,4.0,0.606,0.5,0.606,0.5013,0.5,776.3365,1
0,Red,Excel Esports,0.5526,Tryndamere,Jarvan IV,LeBlanc,Aphelios,Tahm Kench,0.5,0.539,0.3678,0.6123,0.4751,0.0,-3771.0,-1295.0,-34.0,4.0,8.0,6.0,0.5,0.5802,0.5494,0.5526,0.5791,250.8972,0
0,Blue,Team BDS,0.5,Jayce,Jarvan IV,Galio,Jinx,Thresh,0.5003,0.4847,0.5,0.6355,0.5936,1.0,1436.0,-1537.0,-14.0,3.0,7.0,2.0,0.3432,0.5,0.1969,0.5,0.2125,502.6273,0
0,Red,Team Vitality,0.4505,Camille,Lee Sin,Ryze,Xayah,Rakan,0.6846,0.504,0.4665,0.4111,0.5379,0.0,-1436.0,1537.0,14.0,2.0,2.0,3.0,0.5,0.4518,0.5,0.5678,0.4505,394.6779,1
0,Blue,SK Gaming,0.3068,Graves,Volibear,Orianna,Jinx,Leona,0.5513,0.4923,0.5738,0.5746,0.4933,0.0,493.0,-1249.0,-44.0,2.0,3.0,2.0,0.3068,0.3671,0.5,0.3068,0.3068,584.532,1
0,Red,G2 Esports,0.6497,Gwen,Jarvan IV,Viktor,Aphelios,Thresh,0.3798,0.4361,0.6449,0.5538,0.5369,1.0,-493.0,1249.0,44.0,2.0,5.0,2.0,0.5476,0.6497,0.6497,0.5,0.5,-417.891,0
0,Blue,Rogue,0.6038,Graves,Hecarim,Orianna,Aphelios,Nautilus,0.5947,0.5314,0.6144,0.5009,0.2126,0.0,2020.0,1057.0,4.0,8.0,19.0,9.0,0.6038,0.5,0.6038,0.5,0.6038,103.6599,1
0,Red,KOI,0.5277,Jayce,Lee Sin,Ryze,Jhin,Leona,0.4525,0.5512,0.5177,0.3438,0.5416,1.0,-2020.0,-1057.0,-4.0,9.0,20.0,8.0,0.5277,0.5277,0.5,0.5,0.5277,845.3244,0
0,Blue,Excel Esports,0.4996,Gwen,Xin Zhao,Veigar,Jinx,Thresh,0.3432,0.5465,0.5,0.6153,0.4857,0.0,681.0,-550.0,-17.0,6.0,9.0,4.0,0.5,0.5188,0.4957,0.4996,0.5238,-58.4442,1
0,Red,Astralis,0.2856,Graves,Viego,Ryze,Aphelios,Nautilus,0.6338,0.3103,0.4681,0.5486,0.2879,1.0,-681.0,550.0,17.0,4.0,8.0,6.0,0.2856,0.2856,0.5,0.3151,0.2856,497.5706,0
0,Blue,SK Gaming,0.3732,Graves,Hecarim,Corki,Jinx,Leona,0.5727,0.5766,0.6815,0.6521,0.49,0.0,-478.0,-1763.0,-39.0,1.0,2.0,1.0,0.3732,0.4283,0.5,0.3732,0.3732,737.5862,1
0,Red,Team BDS,0.5,Tryndamere,Gwen,LeBlanc,Aphelios,Lulu,0.5,0.4065,0.3317,0.4962,0.5289,1.0,478.0,1763.0,39.0,1.0,2.0,1.0,0.3104,0.5,0.1772,0.5,0.1922,143.5752,0
0,Blue,KOI,0.4774,Wukong,Volibear,Vex,Jinx,Nautilus,0.5,0.5414,0.5,0.6854,0.2604,1.0,3224.0,642.0,-8.0,6.0,9.0,0.0,0.4774,0.4774,0.5,0.5,0.4774,87.9177,0
0,Red,Misfits Gaming,0.6436,Graves,Lee Sin,Corki,Aphelios,Thresh,0.6138,0.4987,0.7161,0.4489,0.5347,0.0,-3224.0,-642.0,8.0,0.0,0.0,6.0,0.6436,0.5,0.6436,0.5489,0.5,577.2888,1
0,Blue,Team Vitality,0.5031,Camille,Diana,Galio,Ezreal,Rakan,0.7154,0.5063,0.5,0.5201,0.582,0.0,251.0,-114.0,-7.0,2.0,3.0,1.0,0.5,0.5042,0.5,0.609,0.5031,-154.939,0
0,Red,Rogue,0.6415,Graves,Xin Zhao,Orianna,Jhin,Tahm Kench,0.651,0.5897,0.6511,0.3108,0.4236,1.0,-251.0,114.0,7.0,1.0,2.0,2.0,0.6415,0.5,0.6415,0.5,0.6415,223.1705,1
0,Blue,Fnatic,0.5893,Camille,Diana,Twisted Fate,Jinx,Pyke,0.6458,0.4546,0.7192,0.6199,0.5,1.0,3383.0,3383.0,32.0,3.0,5.0,1.0,0.5637,0.566,0.6605,0.5893,0.5893,1474.0236,1
0,Red,G2 Esports,0.5877,Jayce,Volibear,Ryze,Aphelios,Leona,0.4093,0.4891,0.4233,0.5014,0.5386,0.0,-3383.0,-3383.0,-32.0,1.0,2.0,3.0,0.4953,0.5877,0.5877,0.5,0.5,788.5481,0
0,Blue,Excel Esports,0.5476,Kled,Hecarim,Viktor,Jinx,Lulu,0.5,0.6173,0.5827,0.6562,0.4736,0.0,1995.0,-990.0,-66.0,6.0,8.0,3.0,0.5,0.5692,0.5448,0.5476,0.5693,515.1957,1
0,Red,KOI,0.4319,Aatrox,Viego,Ahri,Aphelios,Pyke,0.6224,0.2808,0.5,0.4536,0.5,1.0,-1995.0,990.0,66.0,3.0,5.0,6.0,0.4319,0.4319,0.5,0.5,0.4319,-163.8196,0
0,Blue,Astralis,0.2582,Gnar,Jarvan IV,Vex,Zeri,Leona,0.4549,0.3926,0.5,0.5,0.4873,0.0,-3725.0,-2318.0,-65.0,5.0,8.0,8.0,0.2582,0.2582,0.5,0.285,0.2582,257.4912,0
0,Red,Team BDS,0.5,Olaf,Hecarim,Viktor,Jinx,Nautilus,0.5691,0.6542,0.6229,0.689,0.2355,1.0,3725.0,2318.0,65.0,8.0,15.0,5.0,0.2807,0.5,0.1595,0.5,0.1739,233.2238,1
0,Blue,SK Gaming,0.4332,Aatrox,Hecarim,Viktor,Aphelios,Rakan,0.5557,0.6874,0.6592,0.4103,0.5264,0.0,133.0,-433.0,-59.0,6.0,8.0,1.0,0.4332,0.4835,0.5,0.4332,0.4332,63.9984,0
0,Red,Team Vitality,0.455,Gangplank,Xin Zhao,Zilean,Jinx,Tahm Kench,0.6084,0.6289,0.5,0.7187,0.4853,1.0,-133.0,433.0,59.0,1.0,1.0,6.0,0.5,0.456,0.5,0.5509,0.455,1152.3251,1
0,Blue,Fnatic,0.6284,Jayce,Diana,Twisted Fate,Aphelios,Nautilus,0.3702,0.5099,0.746,0.3712,0.3085,1.0,-329.0,-1025.0,-22.0,3.0,7.0,4.0,0.6053,0.6074,0.6929,0.6284,0.6284,1673.2679,1
0,Red,Rogue,0.6757,Graves,Xin Zhao,Orianna,Jinx,Tahm Kench,0.6845,0.6643,0.6844,0.7456,0.5398,0.0,329.0,1025.0,22.0,4.0,8.0,3.0,0.6757,0.5,0.6757,0.6879,0.6757,682.0381,0
0,Blue,G2 Esports,0.5317,Tryndamere,Viego,Ahri,Jinx,Pyke,0.5,0.254,0.5,0.6744,0.5,1.0,8025.0,4474.0,112.0,8.0,10.0,2.0,0.4481,0.5317,0.5317,0.5,0.5,383.0621,0
0,Red,Misfits Gaming,0.6777,Gwen,Xin Zhao,Akali,Zeri,Yuumi,0.3673,0.6009,0.5662,0.5,0.5,0.0,-8025.0,-4474.0,-112.0,2.0,4.0,8.0,0.6777,0.5,0.6777,0.5919,0.5,-512.9722,1
0,Blue,Misfits Gaming,0.7084,Aatrox,Lee Sin,Syndra,Jinx,Thresh,0.4969,0.5465,0.4245,0.6101,0.5791,1.0,551.0,138.0,0.0,2.0,4.0,1.0,0.7084,0.5,0.7084,0.6309,0.5,48.1865,0
0,Red,Team Vitality,0.5071,Gnar,Xin Zhao,Twisted Fate,Aphelios,Tahm Kench,0.4112,0.639,0.7703,0.4312,0.4833,0.0,-551.0,-138.0,0.0,1.0,2.0,2.0,0.5,0.5079,0.5,0.5937,0.5071,492.5534,1
0,Blue,SK Gaming,0.3918,Gnar,Volibear,LeBlanc,Jinx,Tahm Kench,0.4678,0.4419,0.2992,0.5519,0.5369,1.0,-2692.0,-946.0,-10.0,0.0,0.0,1.0,0.3918,0.4369,0.5,0.3918,0.3918,992.6104,0
0,Red,Astralis,0.2335,Graves,Trundle,Twisted Fate,Aphelios,Leona,0.6188,0.5108,0.7922,0.4854,0.4409,0.0,2692.0,946.0,10.0,1.0,2.0,0.0,0.2335,0.2335,0.5,0.2578,0.2335,-28.6297,1
0,Blue,Excel Esports,0.591,Gwen,Lee Sin,Corki,Jinx,Tahm Kench,0.4282,0.4944,0.7465,0.4992,0.4816,0.0,-4737.0,-3565.0,-57.0,1.0,0.0,5.0,0.5,0.6139,0.5891,0.591,0.6103,607.6426,0
0,Red,Rogue,0.6113,Graves,Viego,Viktor,Aphelios,Rakan,0.6554,0.2298,0.5958,0.5345,0.4762,1.0,4737.0,3565.0,57.0,5.0,7.0,1.0,0.6113,0.5,0.6113,0.6133,0.6113,225.3103,1
0,Blue,G2 Esports,0.481,Akshan,Xin Zhao,Sylas,Jinx,Tahm Kench,0.5,0.6734,0.3488,0.4516,0.4325,0.0,1526.0,1021.0,2.0,2.0,1.0,1.0,0.4053,0.481,0.481,0.5,0.5,-926.0426,1
0,Red,Team BDS,0.5,Sion,Hecarim,Kog'Maw,Varus,Zilean,0.2812,0.6214,0.5,0.4393,0.5,1.0,-1526.0,-1021.0,-2.0,1.0,1.0,2.0,0.3495,0.5,0.2429,0.5,0.2527,-206.0364,0
0,Blue,Fnatic,0.6638,Gwen,Viego,Viktor,Jinx,Pyke,0.387,0.3032,0.6346,0.5039,0.5,1.0,-856.0,1057.0,48.0,0.0,0.0,1.0,0.6429,0.6449,0.7221,0.6638,0.6638,25.7013,1
0,Red,KOI,0.3908,Aatrox,Hecarim,Ryze,Aphelios,Rakan,0.4449,0.5618,0.3828,0.5788,0.5262,0.0,856.0,-1057.0,-48.0,1.0,4.0,0.0,0.3908,0.3908,0.5,0.5,0.3908,340.5136,0
0,Blue,SK Gaming,0.3543,Gwen,Lee Sin,Ryze,Jinx,Leona,0.4459,0.4473,0.3461,0.5512,0.4941,0.0,382.0,811.0,-2.0,2.0,4.0,1.0,0.3543,0.3948,0.5,0.3543,0.3543,-72.4738,1
0,Red,Rogue,0.6483,Graves,Xin Zhao,Orianna,Aphelios,Rakan,0.6884,0.7045,0.6192,0.5237,0.476,1.0,-382.0,-811.0,2.0,1.0,2.0,2.0,0.6483,0.5,0.6483,0.6547,0.6483,322.8935,0
0,Blue,Astralis,0.3069,Graves,Trundle,Vex,Jinx,Leona,0.6225,0.5608,0.5,0.594,0.5423,0.0,-4576.0,-1183.0,-30.0,2.0,3.0,5.0,0.3069,0.3069,0.5,0.3286,0.3069,183.2133,0
0,Red,Misfits Gaming,0.6408,Gnar,Hecarim,Syndra,Aphelios,Rakan,0.4228,0.5079,0.3837,0.4738,0.4306,1.0,4576.0,1183.0,30.0,5.0,8.0,2.0,0.6408,0.5,0.6408,0.5707,0.5,593.5166,1
0,Blue,Team Vitality,0.5542,Renekton,Diana,Yasuo,Xayah,Nautilus,0.563,0.5593,0.5,0.4674,0.3746,0.0,1643.0,36.0,50.0,3.0,4.0,3.0,0.5,0.5549,0.5,0.6324,0.5542,881.6007,0
0,Red,KOI,0.3535,Gnar,Poppy,Twisted Fate,Jinx,Alistar,0.4782,0.5,0.8121,0.5374,0.5687,1.0,-1643.0,-36.0,-50.0,3.0,9.0,3.0,0.3535,0.3535,0.5,0.5,0.3535,661.8071,1
0,Blue,G2 Esports,0.5305,Akshan,Diana,Azir,Jhin,Tahm Kench,0.5,0.5032,0.1965,0.3769,0.49,0.0,2599.0,1193.0,18.0,5.0,8.0,2.0,0.462,0.5305,0.5305,0.5,0.5,497.5291,1
0,Red,Excel Esports,0.5343,Gwen,Jarvan IV,Ryze,Varus,Yuumi,0.4991,0.3536,0.4087,0.3967,0.5,1.0,-2599.0,-1193.0,-18.0,2.0,3.0,5.0,0.5,0.5507,0.5319,0.5343,0.5521,-439.9825,0
0,Blue,Team BDS,0.5,Aatrox,Xin Zhao,Ahri,Aphelios,Tahm Kench,0.3987,0.6374,0.5,0.5239,0.5414,0.0,-3792.0,-3035.0,-85.0,6.0,8.0,9.0,0.3161,0.5,0.2189,0.5,0.2286,-479.742,0
0,Red,Fnatic,0.6959,Graves,Hecarim,Ryze,Caitlyn,Renata Glasc,0.5628,0.5551,0.3696,0.5,0.5,1.0,3792.0,3035.0,85.0,8.0,11.0,6.0,0.6769,0.6788,0.7486,0.6959,0.6959,269.2664,1
0,Blue,Excel Esports,0.4832,Gnar,Viego,Ryze,Jinx,Thresh,0.5283,0.3696,0.4298,0.5815,0.5239,0.0,3042.0,1342.0,5.0,3.0,8.0,0.0,0.5,0.4945,0.4804,0.4832,0.4995,28.3484,1
